COD_CNPJ_EMPRESA
10723930000399
10807972000146
10921911000105
11524538000200
11590296000164
11590296000245
11590296000598
11590296001489
11590296001721
11590296003694
11590296003775
11590296003937
11590296004585
1625371000121
1770844816
1838723016201
20069060000178
20633038000109
2261827000184
2261827000346
2384871000181
2449992041944
27494152000730
2761103000108
31751050000134
35274745000123
35419548000155
3822909000385
39318225000126
39373782000140
39624465000159
40432544015500
41133778000156
4164616005975
4164616007080
4206050008246
45543915000343
45543915004330
45543915020298
45543915027705
45543915027977
45543915031494
47508411053780
47508411115999
4782925000192
47854831001409
4899316000118
4899316000380
48993160003800
50567288002011
5104844000104
51048440001040
54516661004887
5892612000150
58926120001500
59105999006036
60409075008994
60409075012088
60872306009620
61068276000791
7116969000686
7358761005128
76639285000762
77941490019506
7976177000177
8203722000155
8440363000150
8528337000188
89637490014448
8984116000114
8995631000280
8995631000523
8995631000795
8995631001414
94141256000162
