COD_CNPJ_TOMADOR
0
1000050000131
1000129000162
1000161000148
1000172000128
100021000189
1000247000170
1000289000101
1000334000128
1000334000470
1000346000152
1000358000187
1000391000107
1000391000298
1000404000148
1000557000195
1000786000100
1000786000533
1000823000180
1001268000100
10013244000162
10013304000147
10013310000102
10013310000285
10013310000528
10013319000105
10013408000232
10013468000174
10013491000169
10013567000156
10013567000237
10013567000318
10013570000170
10013689000142
10013769000106
10013801000145
10013887000106
10013974000163
10013974000325
10014032000108
10014040000146
10014101000175
10014114000144
10014141000206
1001441000170
10014428000147
10014452000186
10014467000144
10014468000199
10014536000110
10014564000137
10014653000183
10014722000159
10014748000105
10014765000134
10014818000117
10014820000196
10014842000156
10014908000108
10014927000134
10014973000133
10015005000141
10015056000173
10015078000133
10015092000137
10015111000125
10015216000184
10015230000188
10015284000143
10015320000179
10015349000150
10015500000150
10015517000108
10015525000154
10015610000112
10015673000179
10015755000113
10015870000198
10016003000177
1001672000184
10017547000153
10018074000109
100196000196
1002047000238
1002047000319
1002047000408
1002047000580
1002047000742
100209000208
1002165000165
1002248000154
100226
10023653000140
1002432000102
1002433000149
1002560000148
1002704000166
1003366000187
1003471000116
1003548000239
1003655000186
1003676000100
1003683000101
1003702000191
1003939000172
100408000135
100410000104
10041000169
100419000115
1004396000108
1004418000130
1004444000168
1004450000115
1004455000148
1004474000174
1004524000113
1004538000137
1004538000218
1004550000141
1004749000170
1004788000177
1004832000149
1004931000120
1004985000196
1005030000153
1005048000155
1005228000137
1005247000163
1005330000132
1005459000140
10055705000160
1005728000179
1005728001140
1005844000198
1005845000728
1005845001104
1006363000105
1006384000112
10064798000199
10064798001241
1006533000143
1006650000107
1006703000190
1006775000137
1006784000128
1006784000209
1006941000103
1006941000286
1007036000160
1007150000270
1007201000183
10072296000452
1007241000125
1007262000140
100732000153
1007718000172
1007865000142
1007867000131
1007876000122
10080109000130
1008073004341
1008194000134
1008219000108
100823000199
10082410000182
1008301000124
1008302000179
1008327000172
1008436000190
1008482000199
1008486000177
1008588000192
1008682000141
1008713000598
1008713000679
1008713000750
1008713003422
1008713003775
1008713004909
1008713006367
1008713007339
1008713008491
1008713009463
1008713009544
1008713009706
1008713012090
1008999000188
1009006000192
1009017000172
10091528000177
10091536000113
10091544000160
10091569000163
1009188000100
1009309000105
1009384000176
1009384000257
10095107000114
1009536000130
1009536000300
100959000107
100965000237
1009681000111
1009681000383
1009681000898
1009681001436
1009681001940
1009681002084
1009681002246
1009681002327
1009681002408
1009681002831
1009681003480
1009681003994
1009681004109
1009681004290
1009720000180
1009793000172
1009821000828
1009874000172
10099168000150
1010080000129
1010409000151
1010442000181
1010496000147
1010532000172
1010607000115
1010965000128
1011009000160
10111000189
1011340000180
1011439000182
1011439000344
1011572000139
1011865000116
1011913000176
1011976000122
1012302000142
1012361000110
1012434000174
1012635000171
10127264000164
1012826000133
1012966000101
1013113000194
10131720000140
1013249000102
10135111000169
1013672000102
1013714000105
1013724000132
10138105000165
1013833000150
1013834000102
1013839000127
1013885000126
1013900000136
10139595000114
10139610000124
10139804000120
10139816000154
10139844000171
10139908000134
10139925000333
1013995000198
10140073000132
10140329000101
10140368000109
10140414000170
10140462000168
10140495000108
10140522000142
10140530000199
10140586000224
10140632000104
10140657000108
10140658000403
10140675000190
10140732000130
1014074000140
10140741000121
10140756000190
10140785000151
10140920000169
10140967000122
10140967000475
10140967000556
10140967000718
10140967000807
10141056000110
10141170000140
10141274000154
10141302000133
10141389000149
10141479000130
10141481000109
10141503000130
10141511000187
10141538000170
10141568000267
10141589000100
10141800000186
10141928000140
10142155000116
10142202000121
10142400000195
10142489000190
10142501000166
10142544000141
10142578000136
10142624000105
10142657000147
10142659000136
10142662000150
10142667000182
10142681000186
10142699000188
10142779000990
10142889000103
10143281000195
10143309000194
10143414000123
10143467000144
10143468000199
10143557000135
10143615000120
10143617000110
1014373000184
1014373000265
1014373000346
1014373000508
1014373000699
1014373000850
1014373000931
1014373001156
1014373001318
1014373001407
1014373001580
10143734000183
10143800000115
10143993000104
10144013000864
10144013000945
10144013001240
10144013001755
10144025000112
10144033000169
1014406000196
10144076000144
10144229000153
10144230000188
10144272000119
10144357000105
10144361000165
1014438000191
10144446000143
10144616000190
10144628000114
10144628000203
10144628000386
10144628000467
10144646000104
10144667000111
1014476000144
10144823000144
10144861000105
10144968000145
10145187000175
10145195000111
10145255000104
10145268000175
10145336000104
10145410000184
1014545000110
10145486000100
10145610000137
10145631000152
10145631000233
10145631000314
10145676000127
10145832000150
10145847000118
10145889000159
10145897000103
10145918000182
1014727000190
1014748000106
1015035000167
1015057000127
1015089000122
1015091000100
1015132000150
1015133000102
1015273000172
1015273000253
1015427000126
1015427000207
1015427000398
10156133000105
10156216000102
10156344000148
10156346000137
10156375000107
10156477000114
10156486000105
10156492000162
10156623000101
10156658000302
10156658000574
10156793000196
10156852000126
10156879000119
10156893000112
10156893000201
10156895000101
10156942000117
10156973000178
1015704000109
10157043000139
10157054000119
101571000384
101571000546
10157293000179
10157344000162
10157413000138
10157413000219
10157413000308
10157495000110
10157499000107
10157514000109
10157553000106
10157553000297
10157562000105
10157651000143
10157658000165
10157662000123
10157757000147
10157796000144
10157858000118
10157934000195
10157953000111
10157957000108
10157962000102
10157977000170
10158015000136
10158069000100
10158109000105
10158132000108
10158146000113
10158207000142
10158255000130
10158273000112
10158282000103
10158307000179
10158307000330
10158316000160
10158338000120
10158356000101
10158356000292
10158356000373
10158356000454
10158356000535
10158356000616
10158356000705
10158356000888
10158356001000
10158356001183
10158356001264
10158356001345
10158356001426
10158356001698
10158356001779
10158356001850
10158356001930
10158356002155
10158356002236
10158356002406
10158356002660
10158356002740
10158356003046
10158356003127
10158356003399
10158356003550
10158356003631
10158356004018
10158356004107
10158356004280
10158356004360
10158356004441
10158356004522
10158356004603
10158356004794
10158356004956
10158356005090
10158356005170
10158356005251
10158356005332
10158356005847
10158356005928
10158356006142
10158356006495
10158356006657
10158356006738
10158356006908
10158356007033
10158356007114
10158356007203
10158356007548
10158356008005
10158356008196
10158360000170
10158503000143
10158530000116
10158553000120
10158611000116
10158618000138
10158623000140
10158674000172
10158986000186
10159081000120
10159093000236
10159152000195
10159165000164
10159165000245
10159379000130
10159466000198
10159480000191
1016052000119
10161495000194
10164010000116
1016616000113
10166353000110
10167112000195
1016744000167
101678000160
10169239000143
1016936000254
1016989000194
1017025000160
10171090000137
10171121000150
10171142000175
10171388000147
10171473000105
10171520000110
10171581000188
10171602000165
10171674000102
10171719000149
10171846000148
1017186000154
10171882000101
10171888000189
10171953000176
10172073000114
10172083000150
10172090000151
10172108000115
10172155000169
10172194000166
10172200000185
10172223000190
10172239000100
10172255000195
10172255000276
10172255000357
10172304000190
10172309000112
10172337000130
10172355000111
10172425000131
10172444000168
10172485000154
1017250000105
1017250001330
10172719000163
10172770000175
10172785000133
10172977000140
10172987000185
10173030000153
10173041000133
10173057000146
10173165000119
10173277000170
10173288000150
10173289000102
10173427000145
10173453000173
10173546000106
10173551000100
10173612000130
1017363000100
10173666000103
10173740000183
10173913000163
10173996000190
10174030000178
10174345000115
10174352000117
10174455000187
10174488000127
10174513000172
10174639000147
10174752000122
10174855000192
10174972000156
10175042000117
10175082000169
10175132000108
1017543000184
10175448000108
10175490000110
10175558000161
1017569000122
10175806000174
10175924000263
10176015000169
10176025000102
10176075000181
10176158000170
10176191000109
10176296000150
10176320000150
10176342000110
10176356000134
10176386000140
10176629000140
10176705000118
10176750000172
10176788000145
10176805000144
10177011000103
10177094000122
10177109000152
10177124000109
10177297000119
10177302000193
10177318000104
10177385000110
10177456000185
10177538000120
1018097000122
10181071000191
10181519000177
1018240000186
101827000191
1018342000100
1018536000105
1018583000140
10186773000168
1018707000198
10187318000187
10187318000268
10187521000153
10187526000186
10187567000172
10187593000109
10187720000161
101878000113
10187887000122
10188016000123
10188078000135
10188098000106
10188098000297
10188315000168
10188320000170
10188414000140
10188439000143
10188454000191
10188618000180
10188839000159
10188932000163
10188947000121
10188947000202
10188996000164
10189013000104
10189093000106
10189126000100
10189168000140
10189273000180
10189347000188
10189369000148
10189395000176
10189395000257
10189431000100
10189435000180
10189519000113
101896000103
101896000286
10189609000104
10189634000198
10189658000147
10189743000105
10189748000138
10189773000111
10189788000180
10189823000160
10189829000138
10189868000135
10189965000128
10189993000145
10190017000102
10190265000153
10190268000197
10190440000102
10190552000163
10191708000201
10191781000100
10192724000138
10192897000156
10192908000106
10193051000130
10193061000176
1019318000187
10193196000131
10193470000172
10193470000253
10193474000150
10193497000165
10193608000133
10193608000214
10193630000183
10193702000192
10193766000193
10193772000140
1019379000144
10193854000195
10193932000151
10193996000152
10194075000104
10194242000117
10194316000115
10194332000108
10194360000125
10194417000196
10194526000103
10194526000294
10194615000150
10194718000110
10194816000157
10194987000186
10195015000106
10195027000130
10195088000106
10195213000250
1019542000179
10195447000117
10196881000111
10196882000166
10196957000109
10196973000100
10197041000173
10197075000168
10197080000170
10197088000137
10197124000162
10197131000164
10197300000166
10197339000183
10197459000180
10197621000241
10197662000157
10197668000124
10197753000192
10197843000183
10197881000136
10197910000160
10197987000130
10198034000196
10198053000112
10198084000173
10198085000118
10198099000131
10198127000110
10198328000118
10198328000380
10198348000199
10198391000154
10198395000132
10198402000104
10198409000118
10198425000100
10198551000165
10198594000140
10198667000102
10198675000140
10198750000173
10198865000168
10198888000172
10198974000185
10198974000347
10198974000851
10198982000121
10199013000195
10199015000184
10199043000100
10199140000194
10199192000160
10199219000115
10199291000142
10199343000180
10199345000170
10199363000151
10199408000198
10199464000122
10199617000131
10199619000120
10199627000177
10199858000261
10199924000112
10200026000137
1020029000106
10201142000170
10201142000413
10201211000146
10201286000127
10201332000198
10201332000350
10201332000430
10201396000199
10201426000167
10201501000190
10201546000164
10201635000100
10201655000181
10201668000150
10201734000192
10201734000273
10201939000178
10201942000191
10201943000136
10201963000107
