COD_CNPJ_TRANSPORTADORA
10141660000146
1014373000265
1014373000508
1014373000850
1014373001318
10156893000201
10158273000112
10159180000102
10213051001399
10213051002018
10220299000143
10220299000224
10233384000146
10246943000233
10265292000148
10273317000155
10275054000385
10289324000145
10329139000722
10333061000639
10335328000201
1034009000429
10353590000190
10355651000158
10395335000100
10403318000177
10417203000212
10421024000178
10422692000110
10422938000153
10466633000143
10466983001343
10469800000100
10473326000190
10477658000142
10480914000150
10480914000231
1048874000181
10520136000186
10520136000267
10520136000429
10520136000500
10520136000771
10520551000130
10524538000400
10556911000153
10558780000143
1056793000204
10580938000181
10580938000505
10580938000858
10580938000939
10580938001072
10580938001315
10580938001404
10580938001900
10580938002044
10610914000128
10619651000622
10629265000107
10644761000130
10665163000147
10667975000121
10673610000533
10702770000130
10718790000107
10719208000119
1074125000129
10750264000116
10750264000205
10750264000469
10750264000540
10760416000161
10768545000104
10788677002052
10788677003458
10804529000111
10829776000172
10829776000334
10829776000687
10830425000181
10920701000100
10927264000300
10933098000193
10933098000274
10942760000333
10965670000287
10970887000285
10970887000366
10970887000447
10970887000609
10970887000790
10970887000870
10970887000951
10970887001095
10970887001176
10970887001257
10970887001338
10970887001761
10970887001923
10970887002300
10970887002814
10970887003039
10970887003209
10970887003381
10970887003624
10970887003705
1097088700400
10970887004000
10970887004191
10970887004272
10970887004787
10970887005082
10970887005244
10970887005325
10970887005678
10970887005830
10970887005910
10970887006135
10970887006992
10970887007964
10970887010167
10970887011309
10970887012534
10970887014235
10970887014405
10970887014588
10970887015045
10973773000108
10974077000205
11016170000180
11024673000106
11028793000254
11035539000100
11049316000194
11049316000275
11049316000356
11053341000141
1107327000804
1107327000987
1107327001797
1107327003145
1110173000125
11112297000101
11114508000218
11115632000117
11123535000176
11123806000193
11126637000145
11164288000156
11200418000673
11222818000175
11240201000263
1125797002402
11280282000144
11317047000108
11321644000106
11369485000101
1137526000695
1137526000776
11411257000152
11447267000148
11457287000108
11460795000137
11460795000218
11490717000185
11497307000166
11506062000196
11507592000400
11509697000228
11552312000124
11552312000558
11552312000710
11552312000809
11552312000981
11552312001015
11552312001104
11552312001287
11552312001368
11552312001449
11552312001600
11552312001791
11552312001872
11552312001953
11552312002097
11556523000135
11591040000171
11591040000686
11591040000767
11591040000848
11593332000143
11596298000160
11605535000102
11605535000374
11605535000455
11605535000536
11605535001184
11630058000135
11630058000216
11666171000251
11739570002168
11741290000140
11746095000294
11777183000172
11812394000107
11827323000170
11835127000147
11835127000228
11851618000262
11870038000301
11955378000165
11964184000983
11993344000165
1200743000259
12013696000170
12054020000205
12059896000163
12062320000155
12065639000215
12068688000120
12077872000137
12087849000123
12103166000112
12106088000452
12157760000439
12158824000173
1220117000143
12209448000107
12209448000280
12209448000360
12245042000171
12265478000122
12265478000203
12288766000100
12319326000165
12329985000182
12354551000132
12356146000153
12361867000151
12371635000184
12412587000125
12440254000452
12440254000533
12462761000144
12475813000117
12525609000163
1253053000349
12545581000126
12558363000126
12564459000105
12569614000178
12572676000139
12591548000213
12621274000500
12666840000177
12719213000157
12787399000181
12846204000127
12935253000136
1299441000107
12995637000144
130057000105
13073131000140
13091403000135
13096009000190
13184202000182
13198107000138
13223774000123
13248429000659
13254104000174
13260845000168
13272177000199
13286460000170
13342749000169
13350659000381
13351768000151
13369083000132
1340509000146
13407453000189
1341776000308
1341776000480
1341776000723
1341776001100
1341776001452
1343157000263
13434247000168
13445356000180
13447924000182
13463802000180
13481876000149
13495274000140
13559531000160
13571998000126
13587123000112
13587123000384
13598436000176
13636825000149
13639824000158
13639824000239
13642117000110
13648760000151
13662959000134
13676263000167
13676709000153
1375753000144
1375753000497
13762882000174
13817856000104
13902480000128
139120000255
13925723000224
13925723000658
13925723001034
13925723001204
13930232000271
13968061000199
14059286000195
14086398000135
14091630000123
14092429000160
1413969001129
14146738000176
14146738000338
14161839000116
14187188000133
14207428000203
14209022000170
14225214000170
14233397000176
14309227000128
14324935000138
14332495000160
14336467000111
1441630000164
14436310000168
