COD_CNPJ_TRANSPORTADORA
0
1
1000247000170
1000786000100
1000870000123
10013428000122
10013565000167
10013567000156
10013689000142
10013888000150
10014114000144
10014722000159
10015916000179
10016370000170
10018117000156
1002047000319
1002047000408
1002047000580
1002047000742
1002207000168
1004396000108
1004450000115
1004474000174
1004524000113
1004835000182
1005204000188
1006484000149
1006533000224
1008347000143
1009720000180
1009784000181
1009821000151
1009821000828
1009821001123
100992000129
101
1010258000131
1010442000181
1010442000262
10124501000133
1013113000194
10139576000198
10140363000186
10140388000180
10140510000118
10140522000142
10140658000403
10140967000475
10141263000174
10141263000255
10141312000179
10141382000127
10141503000130
10141660000146
10141660000227
1014183000329
10142202000121
10142390000198
10142578000136
10142681000186
10143676000198
1014373000184
1014373000265
1014373000427
1014373000508
1014373000699
1014373000850
1014373000931
10144033000169
10144076000144
10144250000159
10144446000143
10144628000203
10144628000386
10144628000467
10144646000104
10144974000100
10145339000130
10145410000184
10145486000100
10145610000137
1014748000106
1015079000197
1015366000105
10156893000112
10156893000201
10157463000115
10158039000195
10158273000112
10158682000119
10159126000167
10159180000102
10159185000135
10159269000179
10159407000110
10159466000198
1016059000130
1016381000160
1016399000161
10164010000116
10166353000110
1016989000194
10171121000150
10171882000101
10172246000102
10172299000115
10172355000111
10172481000176
10172503000106
10172511000144
10172977000140
10173161000130
10173205000122
10173593000141
10173800000168
10173996000190
10174165000133
10174504000181
10174534000279
10175377000135
10175387000170
10175574000154
10175851000129
10175860000110
10176805000144
10177158000195
10177177000111
10177385000110
1018295000196
10185861000145
10187850000102
10188078000135
10188078000488
10188218000175
10188429000108
10188538000125
10188667000113
10189431000100
10189434000135
10189486000101
10189993000145
10190295000240
10190336000118
10192998000127
10194360000125
10194417000196
10194452000105
10194452000296
10194452000377
1019542000179
10195577000150
10197075000168
10197662000157
10197772000119
10197843000183
10197914000148
10198328000118
10198659000158
10198675000140
10198974000185
10199015000184
10199155000152
10199332000109
10199449000184
10199464000122
10199617000131
10199619000120
10199676000100
10199827000120
10201142000170
10201142000413
10201142000685
10201211000146
10201635000100
10201734000192
10201734000273
10201904000139
10201992000179
10201992000250
10201992000330
10201992000683
10201992000845
10201992000926
10202260000101
10202946000194
10204485000199
10204720000122
10204847000141
10205036000165
10205088000131
10205116000110
10205262000146
1020559000146
10206700000190
10206824000176
10207277000143
10207277000224
10207277000305
10207277000496
10207433000176
10207604000167
10207872000260
10208566001481
10209076000185
10209189000180
10209417000112
10209417000465
10209417000546
10209417000627
10209417000708
10209733000194
10209733000356
10211917000199
10211927000124
10212250000149
10212838000100
10213042000164
10213051000155
10213051000317
10213051000740
10213051001046
10213051001399
10213051001470
10213051001550
10214703000176
10214806000136
1021543000158
1021543000581
10215781000195
10216003000110
10216138000186
10216452000169
10216481000120
10216602000134
10216844000209
10216844000632
10218110000188
10218266000169
10218314000119
