COD_CNPJ_EMPRESA
1145991000163
11590296001721
11590296003694
1180778000192
12121
12234455566666
1770844816
2088072612
3
32573483000100
3434
34523452352345
3658334000145
4
40841736000107
41507575000182
4165124000188
5025328000186
5778399000150
60409075012088
6323154000109
7204431000208
7567548000167
97709340000128
