COD_CNPJ_TOMADOR_A
00000000000000
00000234234234
00003312000159
00004559000190
00004989000101
00005459000188
00006386000149
00008842000190
00010640000182
00011853000129
00011953000155
00017115000199
00019643000187
00021076000101
00023293000122
00023815000196
00023841000114
00024016000134
00024110000193
00024597000104
00025954000159
00026466000166
00028876000731
00028986014753
00029372000302
00029372000736
00048785002892
00055893000172
00056633000111
00057359000103
00058510000110
00063960006999
00063960011305
00065584000345
00065928000154
00066422000160
00066716000191
00067563000105
00068378000127
00069957000194
00070112000461
00072331000137
00072904000122
00074635000486
00074956000138
00077284000114
00080671000100
00081358000196
00081358000439
00082824000158
00087731000116
00087877000161
00089746000113
00091093000107
00091817000112
00092776000189
00093597000166
00095738000180
00108095000161
00119633000113
00123601000191
00123838000172
00126068000111
00139737000270
00139999000154
00144635000162
00144698000119
00145531000172
00147562000162
00152687000180
00153282000167
00153282001058
00153282001643
00154801000101
00158141000137
00160015000117
00163222000125
00163222000478
00164925000178
00165933000139
00167471000199
00169048000128
00178936000107
00179569000590
00187467000192
00191753000121
00192019000268
00192620000170
00192861000119
00193687000129
00199507000116
00200508000133
00200944000102
00202187000106
00202741000155
00203434000199
00207773000143
00208316000173
00210721000126
00212872000113
00214242000188
00217066000138
00218308000108
00223046000501
00224562000119
00224595000169
00224735000107
00231385000106
00232060000130
00233065000187
00235287000139
00236082000178
00242184000104
00242640001007
00244852000124
00249452000101
00252903000160
00253988000109
00254024000177
00259006000188
00260920000149
00262985000123
00263084000156
00265420000108
00267240000157
00267685002776
00270697000110
00273134000348
00278539000107
00280273000137
00280273000218
00280273000722
00280273001028
00280273002938
00280317000129
00286535000170
00286904000125
00288628000134
00289348000574
00290469000102
00290469000374
00290469000455
00291784000235
00291784001207
00292858000681
00298749001210
00302796000218
00303093000123
00303732000150
00304379000476
00306634000177
00310506001500
00310707000102
00311082000195
00311557000143
00311557006184
00311557006427
00314210000154
00314550000266
00314550000347
00314550000690
00317372000650
00318958000125
00320248000130
00320248000210
00321078000108
00322352000163
00324662000117
00324823000172
00329044000160
00333785000114
00338231000100
00340332000115
00350641000176
00351210000124
00353187000107
00356428000171
00359796000173
00367746000138
00368352000102
00373798000206
00374121000101
00374121000284
00377239000266
00377455000120
00382175000100
00382468003375
00384718000129
00385956000159
00387780000174
00394544000851
00397452000159
00398022000151
00398268000204
00398623000245
00399603000612
00399603000884
00402552000550
00406859000103
00407877000100
00410625000121
00411301000370
00411528000153
00413503000199
00416069000109
00416170000151
00420622000179
00422351000190
00422351000603
00424413000101
00427551000136
00430333000150
00430809000153
00434116000139
00435078000210
00436042000170
00436042000846
00436042004752
00436042016173
00436042027701
00442019000198
00442242000135
00442438000120
00447881000193
00453806000135
00455984000367
00457146000160
00458093000100
00458459000133
00462691000145
00463035000167
00464830000684
00465577000179
00465813000157
00465813000238
00465813000319
00465813000408
00465813000580
00467583000165
00468407000148
00468476000151
00469393000187
00469485000167
00469708000196
00469860000179
00474300000293
00474300001346
00477761000139
00479866000127
00482840000138
00484130000147
00484193000101
00485205000104
00489050000184
00489115000191
00489744000383
00494703000113
00496361000170
00496586001603
00498189000194
00498735000197
00501562000119
00501618000135
00501618000640
00504721000139
00515176000186
00515972000119
00519411000198
00523941000100
00530242000197
00534229000106
00541501000185
00542479000198
00543653000117
00548473000128
00549079000104
00549442000191
00550769000264
00551478000100
00560004000124
00560463000108
00563028000137
00563092000207
00565565000116
00565813000129
00565813000986
00566864000175
00567117000151
00567926000406
00573132000102
00573232000139
00576988000131
00580312000111
00580312000979
00585817000179
00587406000112
00588458000707
00589923000120
00590692000175
00598913000151
00599932000100
00601672000152
00604122000197
00606287000106
00606549000124
00609502000114
00609708000144
00614878000117
00616936000494
00616936000575
00616936000656
00616970000205
00620802000102
00621349000140
00622164000665
00623904000335
00626537000161
00626948000580
00631942000178
00632675000404
00637261000117
00639579000137
00640071000159
00643620000149
00647726000110
00648574000170
00656408000116
00658540000167
00660610000111
00660946000184
00662134000178
00662956000159
00663631000352
00668083000272
00669185000121
00669185000202
00669755000183
00669799000294
00673144000109
00676486000182
00677858000195
00680746000193
00680933001491
00685360000174
00689770000193
00694474000261
00696711000142
00702205000119
00702501000110
00702501000462
00705498000198
00707220000150
00708020000111
00714059000141
00716408000164
00718851000174
00721144000137
00724806000122
00728364000192
00728551000176
00733658000102
00733658002580
00733984000110
00736584000168
00736990000120
00739197000185
00740022000198
00749169000149
00752970000143
00756381000133
00756381000800
00756381001024
00762094000136
00762296000188
00763832000160
00766655000175
00767378000115
00767378000204
00768193000125
00768848000165
00773352000180
00774194000263
00774900000196
00776574000580
00776574000741
00776574001390
00776574001470
00776574001551
00776574002280
00776574002442
00776574002523
00776574002795
00776574002876
00776574002957
00776574003090
00776574003171
00776574003333
00776574107031
00776574145472
00776574152177
00776574171554
00776574194414
00776574194686
00778919000100
00779059000472
00782238000116
00787540000167
00790751000310
00792616000142
00796707000156
00800168000181
00800319000100
00801668000138
00803838000113
00804488000100
00807327000170
00807623000170
00808396000106
00808396000521
00811520000184
00813145000101
00814559000155
00819152000110
00821974000136
00822131000154
00823677000120
00824606000141
00827711000134
00828602000131
00828713000148
00835261000121
00835623000184
00836561000125
00836690000113
00841350000180
00844962000127
00845926000269
00846087000112
00849246000132
00856686000117
00859347000194
00863155000151
00863855000146
00863899000176
00864489000140
00865433000100
00865974000138
00867905000163
00871048000175
00871981000142
00872431000148
00874929000140
00882430000699
00882430001156
00885148000150
00885637000102
00886257000788
00886282000176
00886392000138
00889039000101
00892462000160
00894633000190
00896571001390
00898953000119
00899825000190
00904728000490
00906766000130
00906766000210
00908173000102
00910048000137
00911592000101
00912882000161
00912882001133
00913443000173
00915086000263
00915086000425
00917225000107
00925984000111
00930843000197
00933227000190
00933484000121
00933691000186
00934025000162
00934660000140
00934662000139
00935141000104
00935640000193
00938703000165
00940672000187
00943750000105
00945958000155
00947563000191
00950001000105
00950001001250
00950001001845
00952789000938
00954394000117
00954394000540
00954716000209
00958042000130
00959857000133
00960087000149
00963519000175
00963519000760
00967797000109
00973608000100
00974332000177
00979601000198
00982283000114
00982872000100
00986846000142
00988303000164
00990383000192
00990842000138
00990842000308
01004538000218
01005728001140
01008219000108
01008713004909
01008713008491
01009536000130
01009681002408
01011439000182
01014373000265
01015273000172
01015427000126
01017543000184
01027058000191
01027335000328
01028098000158
01029767000106
01031799000146
01039500000108
01040064000189
01040887000295
01041413000187
01042206000147
01043757000125
01044487000177
01046114000135
01046981000170
01048299000117
01056640000267
01057428000214
01062142000308
01062142000499
01065691000174
01067443000162
01067835000121
01068878000121
01069334000184
01069573000649
01070037000159
01072317000104
01072346000249
01072992000125
01073371000166
01073936000105
01079878000127
01080204000142
01083030000171
01085270000539
01085270000881
01086921000181
01087122000120
01093501000122
01095336000148
01098398000103
01098983000103
01098983000537
01098983000707
01098983009240
01098983016379
01098983017189
01098983017502
01098983031769
01099426000107
01099539000102
01100617000141
01107327000987
01108177001493
01108177003437
01108177004751
01108177004913
01108906000197
01110173000125
01110376000111
01116498000115
01118481000105
01118614000216
01122059000115
01123424000297
01123973000180
01124851000966
01125797002402
01128449000100
01129195000137
01131746000105
01134036000120
01134036000392
01136383000192
01137526000776
01140700000144
01141531000167
01142037000117
01143083000130
01146404000150
01149110000182
01150157000166
01150221000109
01150830000168
01158407000104
01159769000110
01162017000108
01162061000118
01166372000155
01166372000821
01167639000129
01167639008294
01168340000199
01168994000112
01171806000105
01175045000160
01177248000195
01178574000117
01179593000168
01180424000148
01182380000195
01183070000195
01183977000154
01188331000160
01189193000133
01191060000100
01191696000143
01192333000394
01197867000141
01197867000303
01200622000983
01200743000178
01204840000139
01205215000101
01206820001411
01206820003201
01208310000169
01209191000320
01211008000160
01211626000100
01214036000726
01214392000154
01215580000105
01218609000102
01220117000143
01220601000253
01223359000190
01227035000120
01227690000189
01227906000106
01228516000150
01229843000127
01230407000178
01231138000164
01232047000143
01233264000158
01236021000173
01236194000191
01239313000402
01241886000128
01242067000103
01244160000149
01244259000140
01245156000103
01245594000163
01251036000100
01253053000187
01253053000349
01255137000150
01270688000192
01275423000187
01276564000114
01276564000203
01277121000148
01277298000144
01280018000157
01280862000188
01280862001079
01280862001150
01282603000196
01283155000145
01286306000119
01287588000250
01287588000845
01287588001221
01287588001736
01289530001217
01289530001560
01291499000104
01294715000167
01297579000169
01299649000380
01301612000187
01306066000177
01306085000101
01312724000133
01313211000147
01314126000101
01315236000180
01315352000107
01316153000105
01321770000107
01321790000170
01323553000148
01325177000120
01326569000104
01333296000125
01334250000392
01335408000187
01336140000360
01336140000521
01336140000602
01336140000874
01337975000172
01341352000173
01341776001100
01344808000159
01346080000102
01347878000160
01355480000257
01355737000190
01358508000129
01358874001311
01364225000190
01365884000140
01367084000169
01367632000150
01368855000132
01369226000127
01369568000147
01371461000133
01379493000266
01379616000188
01379987000160
01387400000164
01388563000161
01389416000106
01394209000140
01395137000155
01397485000161
01397886000111
01397886000200
01404158002052
01405834000140
01407607000153
01407607000587
01411734000126
01415565000283
01415565000445
01417367000178
01419987000146
01420682000316
01421359000103
01421605000119
01423084000139
01424714000190
01425787000104
01425810000152
01429775000140
01435715000210
01437707000122
01438723000130
01438784005409
