COD_CNPJ_N
1009017000172
10238042000119
10511460000138
19375545000291
19388557000250
19390265000252
20450905000170
2358255000156
43819187000162
5158007000150
5850075000185
5919420000190
6746713000185
69373777000106
7126311000140
7192701000119
7332117000111
7596406000128
7818313000109
7891478000106
796209000103
8039023000111
885125000146
9539563000127
9675367000180
