COD_CNPJ_BASICO
00000000
00015691
00029818
00030112
00055565
00055575
00055577
00055580
00055583
00055592
00056117
00056121
00056124
00056301
00056304
00056310
00056313
00056391
00056393
00056398
00056400
00056421
00056433
00056581
00057222
00057642
00057654
00057660
00057666
00057670
00057672
00057686
00057688
00057700
00057714
00057720
00057728
00057733
00057734
00057738
00057740
00057744
00057757
00057843
00058498
00058504
00058508
00058509
00058510
00058512
00058513
00058858
00058860
00058861
00058862
00058870
00058880
00058881
00058887
00058889
00058892
00058893
00058895
00058897
00059099
00059101
00059102
00059107
00059108
00059114
00059120
00059125
00059131
00059144
00059145
00059152
00059161
00059165
00059171
00059175
00059183
00059189
00059191
00059194
00059553
00059556
00059557
00059560
00059562
00059635
00059638
00059936
00059939
00059943
00059948
00059979
00059983
00059988
00059992
00059994
00060008
00060010
00060024
00060047
00060054
00060381
00060615
00060621
00060622
00060992
00061001
00061020
00061024
00061195
00061207
00061214
00061217
00061224
00062005
00062007
00062195
00062197
00062290
00062300
00062314
00062469
00062475
00062476
00062477
00062480
00062482
00062487
00062632
00062636
00062642
00062645
00062647
00062650
00062651
00062772
00062779
00063181
00063182
00063291
00063406
00063408
00063409
00063411
00063544
00063555
00063557
00063561
00064470
00064475
00064478
00064481
00064482
00064503
00064507
00064622
00064627
00064707
00064708
00064711
00064712
00064715
00065444
00065446
00065685
00065690
00065694
00065708
00065711
00065840
00065861
00066454
00066552
00066567
00066568
00066736
00066739
00066740
00066741
00066750
00066751
00066752
00066754
00066756
00066757
00066762
00067335
00067590
00067591
00067592
00067594
00067600
00067601
00067602
00067609
00067762
00067764
00067765
00067770
00067780
00067788
00068322
00068459
00068542
00068543
00068546
00068554
00068560
00068562
00068580
00068876
00068881
00068883
00068884
00068889
00069415
00069416
00069421
00069442
00069447
00069731
00069739
00069741
00069747
00069756
00069763
00069764
00069768
00069771
00069772
00070491
00070495
00070496
00070554
00070650
00070655
00070731
00070735
00070738
00070742
00070743
00070745
00070747
00071346
00071392
00071652
00071724
00071822
00071828
00071879
00071880
00071883
00071900
00071901
00071904
