COD_CNPJ_BASICO
00000000
00056421
00057666
00057744
00058498
00058504
00058880
00059120
00059171
00059948
00059983
00060024
00060047
00060381
00062007
00062314
00062475
00062477
00062647
00062651
00063291
00064478
00064708
00064715
00065444
00065446
00065690
00065694
00066739
00066740
00066751
00067590
00067609
00069741
00069768
00070495
00071828
00071879
00072721
00073852
00074154
00074544
00075766
00075996
00077136
00077139
00077145
00077150
00078356
00078367
00079536
00079544
00079555
00079563
00080229
00080446
00081279
00081280
00081304
00081634
00081647
00081649
00082810
00083935
00084148
00084965
00085056
00085755
00085938
00085950
00086123
00086287
00087100
00087102
00088189
00088197
00088407
00089542
00090781
00091061
00091089
00091961
00092102
00092103
00092110
00092782
00092958
00092968
00093962
00094868
00095317
00096249
00097358
00097359
00098835
00099099
00099100
00099111
00101837
00102240
00103877
00104046
00104908
00105105
00105384
00106680
00107254
00108029
00108095
00108190
00108900
00109657
00109828
00109846
00112198
00112973
00114318
00114906
00115269
00115271
00116945
00117007
00117024
00117220
00119659
00120029
00121003
00124384
00124439
00125470
00125506
00125511
00125606
00125926
00125929
00126729
00127202
00127793
00128206
00128212
00128218
00128273
00128274
00128301
00128303
00128311
00129386
00129543
00129989
00130011
00130017
00131601
00132524
00132541
00132906
00133332
00135247
00135250
00136262
00136487
00136777
00137636
00137896
00138058
00138064
00138072
00139041
00139375
00139454
00139459
00139470
00139711
00141578
00141743
00141771
00145339
00145350
00146872
00146972
00147404
00148368
00148409
00148505
00148530
00148555
00152477
00152564
00152583
00152676
00155722
00155772
00155773
00157059
00157320
00157691
00157936
00159697
00163496
00163540
00163575
00166047
00166516
00167255
00167275
00167609
00167613
00168860
00169108
00172234
00172236
00172237
00173895
00173907
00174373
00174800
00176087
00176766
00177532
00177653
00184164
00184179
00184685
00184692
00184723
00185650
00187115
00187144
00187152
00187706
00187959
00189557
00189727
00189733
00189850
00189870
00191994
00192122
00192125
00194085
00195371
00196362
00196718
00197049
00197058
00197059
00197249
00197516
00201446
00201447
00201680
00205366
00206002
00206099
00206115
00208450
00208535
00209695
00209829
00209837
00209911
00212212
00212844
00213093
00214907
00215223
00215229
00217981
00220885
00220990
00221050
00223400
00228192
00228380
00228388
00228389
00232495
00232715
00232718
00235802
00235941
00235953
00237964
00240278
00241888
00241892
00241940
00248661
00248662
00250329
00250339
00253891
00256053
00256075
00256076
00258452
00258802
00259339
00259354
00259356
00259362
00259370
00262446
00263927
00265034
00265056
00270154
00270164
00271349
00273336
00274250
00274268
00274270
00274390
00275427
00275936
00275943
00276530
00277220
00278263
00278281
00278300
00278314
00280387
00280394
00280432
00280442
00280458
00281374
00281383
00281397
00284120
00284127
00284161
00284227
00284245
00286221
00286440
00286441
00286498
00289021
00289035
00290359
00290758
00290780
00293375
00294773
00297534
00297575
00300291
00300299
00300308
00302008
00304582
00304603
00304648
00305324
00305338
00306238
00307575
00307577
00307659
00307672
00308294
00309269
00309271
00309352
00309402
00311103
00311117
00311168
00313070
00313100
00313376
00314227
00314780
00316052
00317145
00317169
00317793
00318529
00321867
00321871
00322013
00322014
00322558
00324577
00324602
00326750
00327050
00328509
00328531
00328550
00331382
00331387
00331398
00333683
00333685
00333702
00337888
00337898
00337900
00337922
00338454
00338461
00339266
00339584
00339594
00339620
00339631
00340731
00340739
00342217
00342708
00347129
00348055
00348062
00348927
00349549
00350117
00350155
00350521
00350838
00355335
00355569
00358140
00358265
00359728
00361599
00361606
00364428
00364766
00367282
00369356
00369482
00371529
00371530
00372010
00372016
00372018
00372044
00372681
00374465
00375595
00375788
00377033
00378586
00378617
00378622
00378623
00380041
00380051
00380061
00382090
00382537
00382538
00382662
00384184
00384186
00384197
00384204
00384215
00384245
00384439
00384441
00384444
00385004
00385009
00386134
00386139
00387543
00387587
00387659
00387756
00387895
00388047
00388056
00388057
00388107
00389325
00389512
00389556
00389557
00389561
00389736
00389763
00390730
00390763
00390772
00391032
00391442
00392709
00392841
00392850
00393171
00393195
00395070
00395086
00395091
00395097
00395108
00395118
00395136
00396852
00397087
00397111
00397246
00397260
00398666
00398679
00398801
00398881
00400735
00400752
00400757
00400874
00400918
00400942
00400954
00400980
00400989
00402026
00402337
00402424
00402442
00402454
00402563
00402804
00402809
00404375
00404470
00404490
00404501
00404519
00404816
00404821
00406350
00406357
00406365
00406373
00407041
00407174
00407220
00409312
00409444
00411059
00411070
00411075
00411356
00411404
00411471
00413562
00414827
00414841
00414842
00415355
00416795
00416803
00416807
00416831
00416839
00416841
00416942
00417002
00417028
00417041
00417292
00417617
00417732
00417735
00417800
00417813
00418027
00418823
00418902
00419322
00420065
00420074
00420081
00420089
00420101
00420145
00420284
00420985
00421048
00421273
00421427
00422032
00422769
00422786
00422838
00422844
00423106
00423108
00423179
00423672
00424547
00425084
00427022
00427163
00427236
00427612
00428507
00430195
00430301
00430305
00430309
00431790
00431801
00433744
00435062
00435234
00435253
00435262
00435291
00436177
00436186
00436213
00436363
00436412
00437040
00438020
00438364
00439757
00441018
00442735
00443268
00443274
00443277
00444748
00444805
00444833
00444837
00444840
00444873
00447576
00448437
00448467
00448469
00451240
00451298
00451648
00452972
00454230
00454339
00454563
00455552
00455898
00456994
00458047
00460565
00460877
00460937
00460939
00465764
00467312
00467333
00467437
00467577
00467695
00467700
00469187
00469880
00469889
00471311
00471558
00471702
00472684
00472685
00472693
00473005
00473012
00474584
00474591
00476304
00476365
00476719
00478863
00480172
00480672
00481388
00481599
00483624
00484874
00485264
00485827
00486584
00487473
00487945
00487971
00489398
00489501
00490642
00490655
00491943
00493370
00494481
00496472
00499461
00499495
00499498
00499523
00499528
00499633
00502723
00504317
00504346
00505304
00506529
00506708
00510428
00511613
00512633
00512642
00513944
00513946
00514071
00515596
00515777
00517184
00517335
00522247
00522260
00522985
00525751
00528816
00528829
00528872
00529047
00531147
00531191
00534580
00534596
00534752
00540121
00540158
00540273
00540298
00540303
00540809
00542476
00543655
00543665
00546919
00547152
00548595
00557113
00558617
00558678
00558681
00561668
00561786
00561830
00561892
00561920
00562143
00562784
00562871
00562877
00563933
00563939
00564967
00566691
00566706
00566712
00566728
00572234
00572266
00573481
00577349
00577354
00577369
00577414
00580132
00580145
00580169
00580181
00581404
00581407
00583752
00584584
00584588
00584670
00584697
00585342
00586195
00587413
00590619
00597069
00597760
00597762
00599922
00599939
00602422
00605070
00605073
00605078
00605136
00605150
00605153
00605164
00605179
00605231
00607550
00608536
00611785
00611852
00613808
00613827
00614660
00614671
00617041
00617044
00617052
00617095
00617223
00619311
00619319
00619321
00619332
00620804
00624836
00626447
00628689
00632680
00632683
00636937
00637175
00639782
00639791
00639800
00639802
00639809
00639826
00639835
00642007
00642085
00642089
00642341
00644039
00644266
00644267
00644338
00644592
00646237
00646261
00646263
00646303
00648376
00648384
