COD_CNPJ
1000420000130
1000768000128
1000770000105
1000771000141
1000772000196
1000773000130
1000776000174
1000778000163
1000779000108
1000780000132
1000840000117
1000905000124
1000906000179
1000908000168
1000909000102
1000911000181
10013304000147
10013364000160
10013416000106
10013500000111
10013567000156
10013972000174
10014055000104
10014055000295
10014114000144
10014152000105
10014204000135
10014310000119
10014359000171
10014464000100
10014472000157
10014558000180
10014574000172
10014574000253
10014586000105
10014617000110
10014670000110
10014714000102
10014722000159
10014846000134
10015036000100
10015078000133
10015078000214
10015230000188
10015263000128
10015284000143
10015475000105
10015506000128
10015526000107
10015589000155
10015597000100
10015633000127
10015747000177
10015776000139
10015863000196
10015903000108
10016006000100
10016465000194
1002177000190
1002631000102
1002632000157
1002634000146
1002636000135
1002637000180
1002638000124
1002640000101
1002642000192
1002644000181
1002646000170
1002646000251
1002822000174
1002826000152
1002827000105
1002833000154
1002834000107
1002835000143
1002837000132
1002838000187
1002840000156
1002842000145
1002844000134
1002846000123
1002848000112
1002851000136
1002854000170
1003358000130
1003360000100
1003361000154
1003363000143
1003364000198
1003365000132
1003366000187
1003737000120
1003738000175
1003739000110
1003740000144
1003741000199
1003742000133
1003743000188
1003744000122
1003745000177
1003746000111
1003828353
1004441304
1004443000113
1004444000168
1004445000102
1004446000157
1004447000100
1004448000146
1004450000115
1004450000204
1004451000160
1004452000104
1004455000148
1004457000137
1004458000181
1004462000140
1004465000183
1004468000117
1004470000196
1004473000120
1004475000119
1004476000163
1004477000108
1004479000105
1004481000176
1004482000110
1004484000100
1004485000154
1004486000107
1004487000143
1004494000145
1004502000153
1004505000197
1004511000144
1004516000177
1004518000166
1004520000135
1004524000113
1004546000183
1004550000141
1004727000100
1004897000275
10055168000239
1005676000130
1005678000120
1005680000107
10064087000548
1006532000107
1006912000133
1006913000188
1006914000122
1006916000111
1006917000166
1006918000100
1006919000155
1006920000180
1006921000124
1006922000179
1006924000168
1006925000102
1006926000157
1006928000146
1006929000190
1006932000104
1006943000194
1006945000183
10070087415
1007036000160
1007050306
1007122315
100714000171
100715000116
100716000160
100717000105
100718000150
100720000129
100721000173
100722000118
1007230000145
1007230000226
100723000162
1007234000123
1007237000167
1007239000156
100724000107
1007241000125
1007242000170
1007245000103
1007247000100
1007249000191
100725000151
1007252000105
1007255000149
1007257000138
1007259000127
1007260000151
100726000104
1007261000104
1007263000195
1007265000184
1007266000129
1007268000118
1007271000131
1007273000120
1007275000110
1007278000153
100728000195
1007306807
100734000142
100737000186
100738000120
1007385000181
100740000108
100742000199
100745000122
100747000111
100749000100
100752000124
100754000113
100757000157
1007837000125
1007838000170
1007839000114
1007840000149
1007841000193
1007842000138
1007843000182
1007844000127
1007845000171
1007847000160
1007849000150
1007852000173
1007853000118
1007854000162
1007857000104
1007858000140
1007859000195
1007860000110
1007861000164
1007864000106
1007865000142
1007866000197
1007867000131
1007868000186
1007869000120
1007870000155
1007874000133
1007876000122
1007945000106
1008073012360
1008073012441
1008073012522
1008073012603
1008073012794
1008073012875
1008073012956
1008073013251
1008073013332
1008073014819
1008109000138
1008111000107
10083814000271
1008482000270
100854000140
100855000194
100856000139
100857000183
1008713006600
1008967000182
1008973000130
1008977000118
1008980000131
1008982000120
1008984000110
1008987000153
1008989000142
1008991000111
1008992000166
1008995000108
1008997000199
1008999000188
1008999000269
1009002000104
1009002000295
1009004000101
1009006000192
1009008000181
1009010000150
1009011000103
1009012000140
1009013000194
1009014000139
1009015000183
1009016000128
1009017000172
1009019000161
1009041000101
1009306000171
1009308000160
1009309000105
1009311000184
1009312000129
1009313000173
1009314000118
1009316000107
1009317000151
1009319000140
1009320000175
1009321000110
1009322000164
1009324000153
1009325000106
1009326000142
1009584000129
1009586000118
1009587000162
1009589000151
1009590000186
1009591000120
1009592000175
1009593000110
1009595000109
1009598000142
1009599000197
1009600000183
1009603000117
1009605000106
1009606000150
1009607000103
1009608000140
1009610000119
1009681002831
1009686007904
1009821000828
1009876001648
1010895000108
1010937000100
1010938000155
1010939000108
1010942000113
1010943000168
1010945000157
1010947000146
1010948000190
1010950000160
1010951000104
1010955000192
1010957000181
1011452000131
1011453000186
1011455000175
1011456000110
1011457000164
1011458000109
1011460000188
1011461000122
1011464000166
1011465000100
1011466000155
1011467000108
1011470000113
1011471000168
1011473000157
1011475000146
1011476000190
1011478000180
1011479000124
1011480000159
1011481000101
1011482000148
1011483000192
1011484000137
1011486000126
1011487000170
1011488000115
1011509000100
1012142000131
10122044304
1013102000104
1013104000101
1013105000148
1013106000192
1013107000137
1013108000181
1013109000126
1013110000150
1013113000194
1013116000128
1013117000172
1013120000196
1013121000130
1013123000120
